Token	Class
σπαργανόω	Verb
πεντηκονταετής	Adjective
οἴμη	Noun-F
τολμήεις	Adjective
ὀρεωκόμος	Noun-M
βαρυθυμέω	Verb
σάγος	Adjective
Φιλλίδᾳ	Noun-M
οἰδαλέος	Adjective
συνδιημερεύω	Verb
προσρέω	Verb
ἀδοκίμαστος	Adjective
γύμνασμα	Noun-N
ἴτριον	Noun-N
ἐνασκέω	Verb
κραιπάλη	Noun-F
προαποδείκνυμι	Verb
Μυγδονία	Noun-F
Πράμνειος	Noun-M
Ἀντηνορίδης	Noun-M
ἱερογραμματεύς	Noun-M
ἀμβλυώσσω	Verb
χαρτός	Adjective
Κινάδων	Noun-M
Ἀρδιαῖος	Noun-M
Κλεάνωρ	Noun-M
ἀποτίλλω	Verb
Γερανεία	Noun-F
ἑτερότροπος	Noun-N
ὑποτρέω	Verb
θριαμβικός	Adjective
ἀφυστερέω	Verb
Τιρύνθιος	Noun-M
Ιαηλ	Noun-F
παραναλίσκω	Verb
ὁμόψηφος	Adjective
Σύαγρος	Noun-M
διασφάξ	Noun-F
ἐρυμνότης	Noun-F
ἐργάσιμος	Adjective
ἀλαμπής	Adjective
ξεινοδόκος	Noun-M
ἀποβιάζω	Verb
ἐξαντλέω	Verb
Τραπεζούντιος	Noun-M
προσποίημα	Noun-N
παιδεραστής	Noun-M
προσπλάσσω	Verb
περινοέω	Verb
Χαρῖνος	Noun-M
δασύπους	Noun-M
συνεφέπομαι	Verb
μαγικός	Adjective
εὐαρίθμητος	Adjective
ἐπακμάζω	Verb
πάροινος	Adjective
θοινάω	Verb
Νειλόξενος	Noun-M
Ἀρσακόμα	Noun-M
ἁπαλότης	Noun-F
ἀφεγγής	Adjective
ἀποστείχω	Verb
Οὐαλερία	Noun-M
ἀφιππεύω	Verb
διαγανακτέω	Verb
Γογγύλος	Noun-M
Σωφηνή	Noun-F
ἰδιότροπος	Noun-M
Ὕφασις	Noun-M
χιλιαρχέω	Verb
ἀποτρώγω	Verb
δεκαπλάσιος	Adjective
ἀμφίβιος	Adjective
μυθολόγος	Noun-M
Θαδδαῖος	Noun-M
Πισιδική	Noun-F
συνδίδωμι	Verb
σύριγμα	Adjective
παναρμόνιος	Adjective
ἀνείδεος	Adjective
Ἰέρνη	Noun-M
χρυσοχάλινος	Adjective
Ταυρίσκος	Noun-M
τάγηνον	Adjective
Ἵππασος	Noun-M
Πισιδία	Noun-M
συνεπίτροπος	Noun-M
διοχλέω	Verb
Θεόμνηστος	Noun-M
ἐντομή	Noun-F
ἀκατάσκευος	Adjective
διασφάλλω	Verb
Τιτανίς	Noun-F
ἔφιππος	Adjective
ζώπυρον	Noun-N
Λαιστρυγών	Noun-M
ἀμφιπένομαι	Verb
Κάσκα	Noun-M
Αὐτάριτος	Noun-M
Νηληϊάδης	Noun-M
ἀδακρυτί	Adverb
μαγεύω	Verb
καλλίρροος	Adjective
Δημοκράτης	Noun-M
γουνός	Noun-M
εὐσπλαγχνία	Noun-F
ἄναρθρος	Adjective
πελεκίζω	Verb
ῥαντός	Adjective
πτώξ	Noun-M
περιφραδής	Adverb
σημειώδης	Adjective
συντετραίνω	Verb
Μελιτεύς	Noun-M
ἑτερόφθαλμος	Noun-M
Πολυσπέρχων	Noun-M
φρενόω	Verb
ἐπιστάζω	Verb
κακοτεχνία	Noun-F
ἄγυρις	Noun-F
ἐξιάομαι	Verb
Ἀριστογένης	Noun-M
ἀνθρωποειδής	Adjective
στεῦμαι	Verb
Μασίστης	Noun-M
Φάων	Noun-M
Κάπυς	Noun-M
τροχάζω	Verb
Κιναῖος	Noun-M
βραχύβιος	Pronoun
οἰκουρία	Noun-F
ἰχθυοπώλης	Noun-M
διαφυγή	Noun-F
Ἠριγόνη	Noun-F
Φηγεύς	Noun-M
νοτίζω	Verb
κύανος	Noun-M
Εὐριπίδειος	Noun-M
ῥίνη	Noun-F
συνευωχέομαι	Verb
αὐχμώδης	Adjective
δημηγόρος	Noun-M
παρήιον	Noun-N
ὑποτύφω	Verb
ὀπίζω	Verb
φθορεύς	Noun-M
Οκτώβριος	Noun-M
ἀδηφαγία	Noun-F
βεβόλημαι	Verb
Αἰσονίδῃ	Noun-M
Χαλκιόπη	Noun-F
συμφθείρω	Verb
δασμολογέω	Verb
Ὀθρυάδης	Noun-M
πλινθεύω	Verb
πάραλος	Adjective
ὑψαύχην	Adjective
θῆσσα	Adjective
νεωτεροποιός	Adjective
νεωτεριστής	Noun-M
Λυσικλῆς	Noun-M
συστοιχία	Noun-F
ἐγκαταλέγω	Verb
παραπλήξ	Adjective
Ἐπικλῆς	Noun-M
Αἴγεστα	Noun-F
Σκύλλαιον	Noun-M
Φήμιος	Noun-M
συγκληρονόμος	Adjective
λτἂνγτ	Unknown
Διοσκουρίδης	Noun-M
προσιστορέω	Verb
κονέω	Verb
κεφαλαλγία	Noun-F
Δέρδης	Noun-M
καταπτύω	Verb
κυλλός	Adjective
κατᾴδω	Verb
φιλοπονέω	Verb
τητάομαι	Verb
δίεμαι	Verb
ἀνατυπόω	Verb
εὔπεπλος	Adjective
Ἀνάξανδρος	Noun-M
Θυώνη	Noun-F
Μεγάρη	Noun-F
ἀωρία	Noun-F
καταστενάζω	Verb
ἁλμυρίς	Noun-F
δοξαστός	Adjective
ἀπονόσφι	Adverb
ἀγονία	Noun-F
Ἄλκαθος	Noun-M
Σαλμωνεύς	Noun-M
ἀπομηκύνω	Verb
Ἄρητος	Noun-M
σκώψ	Noun-M
συμπολιτεία	Noun-F
χῆτος	Noun-N
Ἡσιόνη	Noun-F
Ἄννιος	Noun-M
Ναυπάκτιος	Noun-M
πόστος	Adjective
ἀνοιδέω	Verb
συρφετός	Noun-M
πολυμαθία	Noun-F
εὔθρονος	Adjective
συγκλεισμός	Noun-M
ξυστίς	Noun-F
τερατοσκόπος	Noun-M
Πασαργάδαι	Noun-M
συμβιωτής	Noun-M
συνεγείρω	Verb
προξενία	Noun-F
ἀδμής	Noun-F
Μελανίππη	Noun-F
δακετόν	Noun-N
εὐτρόχαλος	Adjective
ζυγομαχέω	Verb
γαμοστόλος	Noun-M
περιδινέω	Verb
μητροκτόνος	Noun-M
περίσσευμα	Noun-N
μνησικακία	Noun-F
συνοικείωσις	Noun-F
καταλέω	Verb
συσχηματισμός	Noun-M
Λυδή	Noun-F
δικαία	Noun-F
ἀπεσθίω	Verb
ὑδροφορέω	Verb
μετρητικός	Noun-F
Νίγερ	Noun-M
παιδαγωγία	Noun-F
ἐξορχέομαι	Verb
ὁσιόω	Verb
περίφοιτος	Adjective
περισταδόν	Adverb
κώφωσις	Noun-F
φιλόπαις	Noun-M
προσυπερβάλλω	Verb
Πολυάρατος	Noun-M
Ζαγρεύς	Noun-M
Ἀρχιάδου	Unknown
κόσκινον	Noun-N
ἐπισκύνιον	Noun-N
βουλεύς	Noun-M
κεφαλαλγής	Adjective
Νίκαρχος	Noun-M
λαφύσσω	Verb
σκυταλίς	Noun-F
ἐκδικάζω	Verb
πολύκλυστος	Adjective
Ἄττις	Noun-M
πρόσχωσις	Noun-F
ἄτρεστος	Adjective
ἔντρομος	Adjective
Ἀντιλίβανος	Noun-M
οὐδένεια	Noun-F
πολυωρέω	Verb
Τυχικός	Noun-M
μεταμείβω	Verb
θυηπολία	Noun-F
Αἰάκης	Noun-M
Γάβιος	Noun-M
Εὔρωπος	Noun-M
σχολαστικός	Adjective
μητιόεις	Adjective
δυσωπία	Noun-F
πατραλοίας	Noun-M
προσηγορικός	Noun-M
ἀρτίπους	Adjective
παραρτάομαι	Verb
ἐναιώρημα	Noun-N
ἄπυστος	Adjective
ἐξαρθρέω	Verb
Τιγελλῖνος	Noun-M
ἐνδελεχέω	Verb
ἡών	Noun-F
ὅκα	Unknown
ἐπαναπλέω	Verb
κρῖ	Noun-N
Γέλλιος	Noun-M
κεκρύφαλος	Noun-M
ἐμβασιλεύω	Verb
ἀλκήεις	Adjective
παρεμφερής	Adjective
θύσανος	Noun-M
ἀναμάσσω	Verb
Ἀντιφάτης	Noun-M
Βαιθσαν	Noun-M
τομεύς	Noun-M
ἀπαστράπτω	Verb
ἀλλοφυής	Adjective
εὐνουχίζω	Verb
Ὄδρυσος	Noun-F
Ἐπίστροφος	Noun-M
χέλυς	Noun-F
Πύραμος	Noun-M
ἐγκόπτω	Verb
ἀλσώδης	Adjective
ναυσίπορος	Noun-M
μοιχικός	Adjective
συμφερτός	Adjective
ἀσκητός	Adjective
ταρσὰ	Unknown
τετράμετρος	Noun-M
περισκαίρω	Verb
Δηλιάς	Noun-F
ὀρεστιάς	Noun-F
ἀχρηματία	Noun-F
τοσαυταπλάσιος	Noun-N
ἐνναέτης	Adjective
Φογωρ	Noun-M
μαντιπόλος	Adjective
Φασηλίτης	Adjective
κατάκαυμα	Noun-N
παγγέλοιος	Adjective
γουνάζομαι	Verb
ὑπεξανίσταμαι	Verb
σφωίτερος	Adjective
ἐπιστέφω	Verb
ἰλιγγιάω	Verb
ἀμφίγυος	Adjective
ἰσόμοιρος	Adjective
εὐπαράγωγος	Adjective
δόμονδε	Adverb
Σολπίκιος	Noun-M
Λακίνιος	Noun-M
Σουσίς	Noun-F
βαρύγουνος	Noun-M
τωθάζω	Verb
Καμβύλος	Noun-M
μεταπηδάω	Verb
ἀπροβούλευτος	Adjective
ἐπιβαρέω	Verb
συμπαραπλέω	Verb
ἰσχνότης	Noun-F
φλογώδης	Adjective
Ἀνδανίη	Noun-F
τρυτάνη	Noun-F
ἐνδάκνω	Verb
θωράκιον	Noun-N
Πυρρίης	Noun-M
ὕπνον	Noun-N
παμποίκιλος	Adjective
ἀντιδράω	Verb
Ἄβγαρος	Noun-M
προσρίπτω	Verb
ἀκινησία	Noun-F
ἑδώλιον	Noun-N
Ἀφεταί	Noun-F
κυπαρίσσινος	Adjective
Ἀντιπατρίς	Noun-F
παρηβάω	Verb
Θοβελ	Noun-M
πωμηρίου	Unknown
διανθίζω	Verb
μονόζωνος	Adjective
εὐλή	Noun-F
ἐπῳάζω	Verb
Φωκυλίδης	Noun-M
θριδάκινος	Noun-F
ἔξαψις	Noun-F
καταβαρέω	Verb
κατίσχω	Verb
Πλαταιικός	Noun-F
Σκυθοπολῖται	Noun-M
παρενθήκη	Noun-F
Ηλα	Noun-M
κατάφημι	Verb
ἐπίρροθος	Adjective
τιτθεύω	Verb
Βαμα	Noun-F
προσπεριβάλλω	Verb
ἀνούτατος	Adjective
ὁρμίσκος	Noun-M
εἰροπόκος	Adjective
ἐκνήφω	Verb
ἀναισθητέω	Verb
θεομαχέω	Verb
διαμπάξ	Adverb
ἀνέλεγκτος	Adjective
πανοίκιος	Adjective
Πέτρη	Noun-F
συνέταιρος	Noun-M
βεβήλωσις	Noun-F
Χαίρων	Noun-M
ἀντόμνυμι	Verb
πραξικοπέω	Verb
Κάρανος	Noun-M
ὀνήσιμος	Adjective
πνικτός	Adjective
ἤλιθα	Adverb
Μυκαλησσός	Noun-F
σολοικισμός	Noun-M
χλανίδιον	Noun-N
θυμηδία	Noun-F
ἐμβριμάομαι	Verb
Μαασαιας	Noun-M
ποικιλτής	Noun-M
Μελίη	Noun-F
ἐναφανίζω	Verb
Ὀνήτωρ	Noun-M
ἑνάς	Noun-F
Τεῦτα	Noun-F
ὑψιφαής	Noun-M
πολυχανδής	Adjective
ἁλία	Noun-F
ἑταιρίζω	Verb
ἔγκοτος	Adjective
ψήχω	Verb
μεγαληγορία	Noun-F
σπάσμα	Noun-N
δεσμοφύλαξ	Noun-M
ὀδύσσομαι	Verb
Ἀρταβάνης	Noun-M
Ἀλλοβρίγων	Unknown
συσπειράω	Verb
λῷος	Noun-M
δέχνυσο	Unknown
Πετεώς	Noun-M
Εὐσέβιος	Noun-M
σιωπηλός	Noun-M
μαγεία	Noun-F
Φανόστρατος	Noun-M
φάτνωμα	Noun-N
αξαμαντις	Noun-F
ἀργυρασπίδων	Unknown
ἀπῳδός	Adjective
ὑψίπορος	Adjective
γράφος	Noun-N
ἀντώπιος	Adjective
ἱπποκρατέω	Verb
ἐκνήχομαι	Verb
Κερεάλιος	Noun-M
ἐπιμορφάζω	Verb
καθυποκρίνομαι	Verb
Μῆλος	Noun-M
φερέγγυος	Adjective
περιστοιχίζω	Verb
Ἠμαθίων	Noun-M
ὑποφύω	Verb
Ψαμάθη	Noun-F
δεσπόσυνος	Adjective
ἐμπαροινέω	Verb
Πύρρων	Noun-M
Κισων	Noun-M
ὁμοιομερής	Noun-N
πεφεισμένως	Adverb
ἐπεκτρέχω	Verb
πατροκτονία	Noun-F
θυμηδής	Adjective
Διονυσοφάνης	Noun-M
ἀντικατηγορέω	Verb
ἄρρυθμος	Adjective
Κάριος	Noun-M
Ἀραβικός	Adjective
Ἐπιμηθεύς	Noun-M
ἔκκλητος	Noun-M
Μηνᾶς	Noun-M
Νισαῖος	Noun-M
ἀναθυμιάω	Verb
ἀλκτήρ	Noun-M
πλατεῖον	Noun-N
σκοπεύω	Verb
ὑποκριτικός	Noun-F
ὑάλινος	Adjective
Τηρίβαζος	Noun-M
προφορικός	Adjective
ἀπάτωρ	Adjective
Ανανι	Noun-M
ὑποφθέγγομαι	Verb
Γοθονιηλ	Noun-M
πρόπυλον	Noun-N
εἴρων	Noun-M
ὠνητής	Noun-M
πήσσω	Verb
ἐνθουσιαστικός	Adjective
ὀρθρινός	Adjective
ἠθμός	Noun-M
μεμψίμοιρος	Noun-F
στηριγμός	Noun-M
βρῖθος	Noun-N
ἀπόμαχος	Adjective
ἐξέρπω	Verb
πάπας	Noun-M
πόπανον	Noun-N
ψηφίς	Noun-F
ψώρα	Noun-F
Ἀγασίας	Noun-M
ἐκκυλίνδω	Verb
νεόσσιον	Noun-N
παραφθείρω	Verb
νεκρόω	Verb
ἄλαλος	Adjective
ἐπαυλέω	Verb
διχοτομέω	Verb
προσοδεύω	Verb
διαμάχη	Noun-F
Γελβουε	Noun-M
Τρωΐλος	Noun-M
ἔμμονος	Adjective
φρενήρης	Adjective
Σελευκίς	Noun-F
Ἀρραβαῖος	Noun-M
ἐπιμειδιάω	Verb
ὀλιγανθρωπία	Noun-F
εὔγεως	Adjective
Πάμισος	Noun-M
Αιλιμ	Noun-M
κατάδικος	Adjective
γραφεῖον	Noun-N
ἡμιτέλεστος	Adjective
Ιαμιν	Noun-M
πολυφιλία	Noun-F
Φαώνιος	Noun-M
ἀνένδοτος	Adjective
νοσηλεύω	Verb
Ἑρμιών	Noun-M
ἀγενής	Adjective
Ζαριάδρης	Noun-M
ἔμφρουρος	Adjective
ἐπίσκηψις	Noun-F
Ἐρασινίδης	Noun-M
Παλληνεύς	Noun-F
βλάξ	Noun-M
ὑπογραφεύς	Noun-M
ἀγλαίζω	Verb
Σώπολις	Noun-F
καταμόνας	Adverb
πενταετηρίς	Noun-F
κίσσινον	Noun-N
εὔια	Unknown
πτύελος	Noun-M
δακτυλίδιον	Noun-N
Δεβλαθα	Noun-M
ἀμφισβήτημα	Noun-N
Σαναβαλλατ	Noun-M
νοθεύω	Verb
καταντιβολέω	Verb
εὔοσμος	Noun-F
εὔπους	Adjective
Δήμων	Noun-M
ἐμπυρισμός	Noun-M
κυματόεις	Adjective
ἀγελείη	Noun-F
Εβερ	Noun-M
ἀσσάρων	Noun-M
ἀλογιστία	Noun-F
σκιαμαχέω	Verb
θεοείκελος	Adjective
διατύπωσις	Noun-F
Ναγεβ	Noun-M
καρχήσιον	Noun-N
Ἐπίλυκος	Noun-M
μεσιτεύω	Verb
θάσσω	Verb
ὀλιγόδεια	Noun-F
μόρφωσις	Noun-F
κίτριον	Noun-N
ὠκύπτερος	Adjective
ἐπιμήνιος	Adjective
προδιαφθείρω	Verb
πυριάω	Verb
σαββατίζω	Verb
καλλιπλόκαμος	Adjective
δύσπορος	Adjective
Αχικαμ	Noun-M
Λυσιτανία	Noun-M
τραχηλίζω	Verb
διαφορότης	Noun-F
Μυρρινούσιος	Noun-M
παραπλήρωμα	Noun-N
Θαβωρ	Noun-M
ἀστεφάνωτος	Adjective
Ἐσσαῖος	Adjective
Ἀλωεύς	Noun-M
ἐπίπεμπτος	Adjective
πρωίθεν	Adverb
Μάγης	Noun-M
ἐσθέω	Verb
ἀφέψω	Verb
παιγνία	Noun-F
εὐλογιστία	Noun-F
λίτρον	Noun-N
ψαῦσις	Noun-F
Ἄσπενδος	Noun-M
ἀφρόντιστος	Adverb
μεγαλοφυής	Adjective
ἀερώδης	Adjective
Γαλλία	Noun-F
ἀειθαλής	Adjective
Ιεζεκιηλ	Noun-M
σκύλλω	Verb
εὐλαβητέον	Adjective
Ἀραβώθ	Noun-M
Ἁλιάρτιος	Noun-M
συνθεσία	Noun-F
Ασταρωθ	Noun-M
Ναβαυ	Noun-M
συσσῴζω	Verb
Κορῆς	Noun-M
Ἀμασᾶς	Noun-M
Σίκελλα	Noun-M
Ἀλκυονεύς	Noun-M
φοιτάς	Noun-F
περιπλάσσω	Verb
ἀπροόρατος	Adverb
Λαρήνσιος	Noun-M
ἰσοστάσιος	Adjective
Εὐρωπαῖος	Noun-M
πομπικός	Adjective
πρῶτον	Adverb
Σίνις	Noun-F
Σεκελακ	Noun-F
προπαίδευμα	Noun-N
παριστάω	Verb
προσαγόρευσις	Noun-F
αὐτήκοος	Adjective
Ἀρίμος	Noun-M
Σκείρων	Noun-M
μεσοπύργιον	Noun-N
Νικομήδεια	Noun-F
σκληροτράχηλος	Adjective
Νεαπόλιτος	Noun-F
μεταφωνέω	Verb
Λιγυστῖνος	Noun-M
συμπάσσω	Verb
δρύινος	Adjective
Τοῦρκος	Noun-M
Γολίαθος	Noun-M
Βερζελλι	Noun-M
ἀνάγνωσμα	Noun-N
τεχνήμων	Adjective
πεφυλαγμένως	Adverb
πολιτογραφέω	Verb
ἀκρατεία	Noun-F
ἐπιπάρειμι	Verb
διατρώγω	Verb
τροχαλός	Adjective
ἑρπύζω	Verb
περικείρω	Verb
ἄσεμνος	Adjective
κοί	Interjection
περιήκω	Verb
Στησίμβροτος	Noun-M
ἀγχιβαθής	Adjective
Ὠρειτῶν	Unknown
κηρόθι	Adverb
εὐκοίλιος	Adjective
ἀποκεφαλίζω	Verb
χρυσόπαστος	Adjective
νεοσφαγής	Adjective
φθισήνωρ	Adjective
οὐδαμόσε	Adverb
βραβευτής	Noun-M
ὦνος	Noun-M
δαρδάπτω	Verb
πρεσβυτέριον	Noun-N
γαμέτης	Noun-M
διάζευξις	Noun-F
σόος	Noun-M
Κώκαλος	Noun-M
ὑποκλίνομαι	Verb
Τίφυς	Noun-M
φιλοπαίγμων	Adjective
ἐξηχέω	Verb
ἀπογαλακτίζω	Verb
ὀρεσσινόμος	Adjective
καταβοή	Noun-F
ἐπαναφορά	Noun-F
ἐφιζάνω	Verb
Ἱπποθωντίς	Noun-F
ἐλύω	Verb
κάλη	Noun-N
ἐμβόλιμος	Adjective
θαλέθω	Verb
ἔκπαλαι	Adverb
ἄπροικος	Adjective
σεβάσμιος	Adjective
ἀφυπνίζω	Verb
ἀλεγύνω	Verb
στέμφυλον	Noun-N
Γαλγαλ	Noun-M
παρακοπή	Noun-F
Ἐρέσιος	Noun-M
βοηθόος	Adjective
παρεικάζω	Verb
σκνίψ	Noun-M
Ἀγροτέρη	Noun-F
Λαῦνα	Noun-F
συμπληρωτικός	Adjective
ἔπαρσις	Noun-F
Κοῖος	Noun-M
Πεντεφρῆς	Noun-M
ὕαινα	Noun-F
Φιλαδέλφεια	Noun-F
ἰῶτα	Adjective
ὁπλοθήκη	Noun-F
περιηγέομαι	Verb
περισσοτέρως	Unknown
θεοβλάβεια	Noun-F
θεοπλαστέω	Verb
Σορ	Noun-F
Ἐρασιστράτειος	Noun-M
αἰειγενέτης	Adjective
Νασικᾶς	Noun-M
κωμηδόν	Adverb
βαρύκτυπος	Adjective
Ἀνταγόρης	Noun-M
Ἀνδρόγεως	Noun-M
νοτία	Noun-F
ῥυσός	Adjective
Ὀγχηστόν	Noun-N
Ἀριστομάχη	Noun-F
ὕδνον	Noun-N
παρακάλυμμα	Noun-N
καλλίκομος	Noun-F
ἀπόλοιπος	Adjective
Φολόη	Noun-F
χηρόω	Verb
αιλευ	Noun-N
συνάντημα	Noun-N
σπίλος	Noun-M
πολλαχόθι	Adverb
συνερείδω	Verb
προσαναπαύω	Verb
ἁγνισμός	Noun-M
ἄκλειστος	Adjective
ἀποστυγέω	Verb
διαπτύω	Verb
ὑπογάστριον	Noun-N
περίαπτος	Adjective
σκοταῖος	Adjective
Δίνων	Noun-M
συμπαρακαλέω	Verb
μήτοι	Conjunction
ἐριθηλής	Adjective
φρόντισμα	Noun-N
φρενῖτις	Noun-F
ἐρίτιμος	Adjective
ἀποδοχεύς	Noun-M
ἑκατόμπεδος	Adjective
Σεβῆρος	Noun-M
ὑψιπέτης	Noun-M
αὐτόφονος	Adjective
διαμάω	Verb
Μεγαλέας	Noun-M
εὐήμερος	Noun-M
κενόδοξος	Adjective
πολύθεος	Adjective
οἰωνιστής	Noun-M
Ἀτρυτώνη	Noun-F
χοιρίδιον	Noun-N
Πτελεόν	Noun-N
προιάλλω	Verb
δάος	Noun-N
ἔκθεσμος	Adjective
Καπίτων	Noun-M
βοηδρομέω	Verb
Σουσαννα	Noun-F
Ἀρίσταινος	Noun-M
ἀνάλωσις	Noun-F
ἐξάγιστος	Adjective
καχλάζω	Verb
ἐναθλέω	Verb
εὔας	Noun-M
Βουπρασίον	Noun-N
Λαοδικεύς	Noun-M
φιλοκαλέω	Verb
Ἐράσινος	Noun-M
ἐξαμαυρόω	Verb
μονόφθαλμος	Adjective
Ἀρτεμίσιος	Noun-M
Γοργόνη	Noun-F
διακονικός	Adjective
βράγχος	Noun-M
κόρδαξ	Noun-M
Ἀμύκλης	Noun-M
ἀνευφημέω	Verb
συσχολάζω	Verb
εὔοδος	Noun-N
Ἐρεχθηίς	Noun-F
ἐγρήσσω	Verb
ὀργάς	Noun-F
προσπασσαλεύω	Verb
Μίμνερμος	Noun-M
καταπειθής	Adjective
εὐοδία	Noun-F
βῆτα	Noun-M
Φάραξ	Noun-M
ἀνέκλειπτος	Adjective
εὑρησιλογία	Noun-F
συμφοιτητής	Noun-M
ἀφρώδης	Adjective
Σίρις	Noun-F
παλίμβολος	Adjective
πλήκτης	Noun-M
ἄκραντος	Adjective
κατοχή	Noun-F
ὀλολυγή	Noun-F
τετράμηνος	Adjective
γάμμα	Noun-M
εὔπηκτος	Adjective
Στυμφάλιος	Adjective
14	Adjective
δύσφρων	Adjective
Κνωσίων	Noun-M
κόσμημα	Noun-N
ἐπίμικτος	Adjective
Ἀλκίδης	Noun-M
ἐπικέλλω	Verb
καταστράπτω	Verb
ταφρεία	Noun-F
μαλλός	Noun-M
μήτρως	Noun-M
κατακύπτω	Verb
ὑδροφόρος	Noun-M
τήβεννος	Noun-F
σιγαλέος	Adjective
νεμεσίζομαι	Verb
Αἰγεσταῖος	Noun-M
σῶστρα	Noun-N
Βακχυλίδης	Noun-M
τορευτός	Adjective
μορμύρω	Verb
Κάμειρος	Noun-F
καταπυκνόω	Verb
Σαρμάτης	Noun-M
οὐλοχύται	Noun-F
ἐριούνιος	Noun-M
ὠμόφρων	Adjective
ἔκδημος	Adjective
γλωσσόκομον	Noun-N
πολύπλαγκτος	Adjective
Δαθαν	Noun-M
ἐκκολάπτω	Verb
ὀρτυγομήτρα	Noun-F
ἰύζω	Verb
ἀμητήρ	Noun-M
ἐπορέγω	Verb
θάψος	Noun-F
Ἱππόμαχος	Noun-M
παρατροπή	Noun-F
γήλοφον	Noun-M
ἰσότυπος	Adjective
ἄστεγος	Adjective
Καλλιάδης	Noun-M
πελιός	Adjective
ἐκναίω	Verb
ὑποδύνω	Verb
παρεγκλίνω	Verb
ἔλασμα	Noun-N
βασανιστήριον	Noun-N
ὑποτύπωσις	Noun-F
πανάθλιος	Adjective
Μυρσίλος	Noun-M
προευτρεπίζω	Verb
πεντάπηχυς	Adjective
γονόεις	Adjective
παιδεραστέω	Verb
περιιππεύω	Verb
ἀπαρτία	Noun-F
ληκύθιον	Noun-N
ἐντροπαλίζομαι	Verb
συνδιατίθημι	Verb
ἀναβατός	Adjective
ἀχόρευτος	Adjective
Ἀρεταφίλα	Noun-F
πανευδαίμων	Adjective
τάφρευμα	Noun-N
Ὀρτίλοχος	Noun-M
μήλινος	Adjective
στρόβιλος	Adjective
περιηγής	Adjective
ἐκκλάω	Verb
σπαθάω	Verb
Βίτων	Noun-M
τέχνασμα	Noun-N
ῥυτός	Adjective
Φέρης	Noun-M
Κλοιλίᾳ	Noun-M
στωμύλος	Adjective
κατευοδόω	Verb
Ἀπεννῖνος	Noun-M
ἀμφιδαίω	Verb
ἐφίμερος	Adjective
Ἀντιοχίς	Noun-F
ἔνταλμα	Noun-N
ἀλήθω	Verb
δαμνάω	Verb
νηπύτιος	Noun-M
βασίλη	Noun-F
πανός	Noun-M
ναυκληρία	Noun-F
τραπεζιτεύω	Verb
ἔγγυος	Adjective
στρεβλός	Adjective
ἕκαθεν	Adverb
ταλάσιος	Noun-M
περιαργυρόω	Verb
μολυσμός	Noun-M
χαλκήλατος	Adjective
σιτομετρέω	Verb
Ἀγαμεμνόνεος	Noun-F
Ἄσσα	Noun-F
Κατρεύς	Noun-M
πανταχοῖ	Adverb
ἁβρύνω	Verb
Σερβία	Noun-F
τέρσομαι	Verb
Γενύκιος	Noun-M
βιβλιαφόρος	Noun-M
ποδώκεια	Noun-F
ἐπεντύνω	Verb
κωφάω	Verb
Τελέστης	Noun-M
συνεπιστρέφω	Verb
παρασκευαστικός	Adjective
Φαιστός	Noun-M
Πολύαρχος	Noun-M
ἀνήλιος	Adjective
ἐνστάζω	Verb
δομάω	Verb
δεκαοκτώ	Noun-M
ἀποπληξία	Noun-F
ἀφάσσω	Verb
ἐπίπλεος	Adjective
Εὐρύβατος	Noun-M
ἀερσίλοφος	Noun-M
ἐπιθρῴσκω	Verb
ἐννακισχίλιοι	Adjective
ὀψαρτυτής	Noun-M
Μοτύη	Noun-F
προσαναπληρόω	Verb
ῥᾳψωδία	Noun-F
Κερκιδᾶς	Noun-M
ἀμφιπολεύω	Verb
πρόδικος	Noun-M
ἀγορητής	Noun-M
καταχρίω	Verb
δραστέος	Adjective
Πειθόλαος	Noun-M
στάλιξ	Noun-F
Χρυσόγονος	Noun-M
συνεξανίστημι	Verb
ἐκτιτρώσκω	Verb
ἐφιστάνω	Verb
μύχατος	Adjective
συνάγνυμι	Verb
πανδαμάτωρ	Noun-M
προαπολείπω	Verb
καλλίκαρπος	Adjective
ἁλιπόρφυρος	Adjective
ὀαριστής	Noun-M
ἐμπελάζω	Verb
εὐπόριστος	Noun-N
εὐγένειος	Adjective
ἀμιξία	Noun-F
Ἀλκμαιωνίδης	Noun-M
Μαζάρης	Noun-M
ἀνδρίς	Noun-F
ἀποσταυρόω	Verb
ἑπταετία	Noun-F
ἀποτυφλόω	Verb
δασπλῆτις	Adjective
φιτύω	Verb
ῥέγκω	Verb
ἄνιπτος	Adjective
Πτολεμαεῖς	Noun-M
Γαδαρεύς	Noun-M
Θεμιστώ	Noun-F
προσωφελέω	Verb
αἴσθημα	Adjective
ἐξανάστασις	Noun-F
στιφρός	Adjective
ψαμμώδης	Adjective
εἰσβιβάζω	Verb
ἰωχμός	Noun-M
Κλείτωρ	Noun-M
κίδναμαι	Verb
ἀποξύω	Verb
Πισσούθνης	Noun-M
ξυλεία	Noun-F
κακότεχνος	Adjective
σκληροκαρδία	Noun-F
Ἴουλος	Noun-M
ἐκδείκνυμι	Verb
Καρδίη	Noun-F
ἀντιλογικός	Adjective
Ἀδούσιος	Noun-M
Δινδυμήνη	Noun-F
περιείλω	Verb
φορυτός	Noun-M
ἀποζάω	Verb
ὑποσπάω	Verb
ἐμπλόκιον	Noun-N
